L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L12L12L12L12,L12L12L12L12,L12L12L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13LXLXLX
L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9LXLXLX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10LXLXLX
L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10LXLXLX
L10L10L10L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L10,L10L10L9L10,L10L10L10L10,L10LXLXLX
L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L10L10L10,L10L10L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L8L8L8L8,L8L8L7L7,L7L7L7L7,L7L7L7L8,L8L8L8L8,L8L8L8L9,L9L9L9L9,L9L10L10L10,L10LXLXLX
L8L8L8L8,L8L8L7L7,L7L7L6L6,L6L5L4L4,L4L4L4L5,L5L6L7L7,L7L8L8L8,L8L9L9L9,L9LXLXLX
L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L8L9L19,L19L8L9L9,L9L10L11L11,L11L11L11L11,L11LXLXLX
L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L12L12L12L12,L12L12L12L12,L12L12L12L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L3L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L4L4,L4LXLXLX
L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L11L11,L11LXLXLX
L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L4L4L4L4,L4L3L3L3,L3L2L2L2,L2L2L1L0,L0L0L1L1,L1L1L2L2,L2L2L3L3,L3L3L4L4,L4LXLXLX
