L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12LXLXLX
L12L12L12L12,L12L13L13L13,L13L13L13L14,L14L14L14L14,L14L14L14L14,L14L14L15L15,L15L15L16L18,L18L19L18L18,L18L16L16L14,L14LXLXLX
L12L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10LXLXLX
L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11LXLXLX
L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12LXLXLX
L11L11L11L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12LXLXLX
L10L10L10L10,L10L11L10L11,L11L11L10L10,L10L10L10L10,L10L10L10L10,L10L10L11L11,L11L11L11L11,L11L11L10L10,L10L10L10L10,L10LXLXLX
L12L12L12L12,L12L12L12L12,L12L11L11L11,L11L11L11L11,L11L11L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12LXLXLX
L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12LXLXLX
L9L9L8L8,L8L8L8L7,L7L7L7L7,L7L6L6L7,L7L7L7L8,L8L9L9L9,L9L10L10L10,L10L11L11L11,L11L11L11L11,L11LXLXLX
L6L7L8L8,L8L8L9L9,L9L9L9L9,L9L9L9L9,L9L8L8L8,L8L8L8L8,L8L9L9L10,L10L10L10L10,L10L10L10L10,L10LXLXLX
L10L10L10L10,L10L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L10L10,L10L10L10L11,L11L11L12L12,L12L13L13L12,L12L12L12L12,L12LXLXLX
L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12LXLXLX
L13L13L13L13,L13L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L13L13L13,L13L13L13L13,L13L13L13L13,L13LXLXLX
L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13LXLXLX
L5L5L5L5,L5L5L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L5L6,L6LXLXLX
L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12LXLXLX
L13L13L13L13,L13L13L14L14,L14L14L14L14,L14L14L14L14,L14L14L15L15,L15L15L15L15,L15L15L15L14,L14L14L14L14,L14L13L13L13,L13LXLXLX
L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13LXLXLX
L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L3L4L4,L4L3L3L3,L3L3L3L1,L1L2L3L2,L2L0L1L2,L2L2L2L2,L2LXLXLX
