9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
10,10,10,10,10,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10
9,9,9,9,9,9,9,9,10,10,10,10,9,9,9,9,9,9,9,9,9,9
15,15,15,0,3,3,3,3,3,3,3,3,3,14,3,3,2,15,15,15,15,16
10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,11,10,10,10,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,10,10,10,10,10,10,10,9,9,9,9,9,9,9,9
17,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
18,19,19,17,17,17,17,17,17,17,17,17,16,16,16,16,16,16,16,16,16,16
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
