L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14LX
L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14LX
L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16LX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10LX
L14L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13LX
L14L14L14L15,L15L15L14L14,L14L14L13L13,L13L13L12L12,L12L12L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L12L12L12,L12L12L12L13,L13L13L14LX
L16L17L18L19,L19L19L19L18,L18L18L16L16,L16L16L16L16,L16L16L14L15,L15L15L15L14,L14L14L14L13,L13L14L14L15,L15L14L14L14,L14L13L13L13,L13L13L13L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L15L15,L15L16L17LX
L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L3L3L3,L3L3L3L3,L3L3L3L3,L3L3L3L3,L3L3L3L3,L3L3L3L3,L3L3L3L3,L3L3L2L2,L2L2L1L1,L1L1L0L0,L0L0L0L0,L0L0L0LX
L14L14L14L14,L14L14L14L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13LX
L14L14L14L14,L14L14L14L14,L14L14L13L13,L13L13L13L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L11L12L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L12,L12L12L12L12,L12L12L13LX
L16L16L16L17,L17L18L17L17,L17L16L16L16,L16L17L19L18,L18L16L16L16,L16L15L15L14,L14L14L13L14,L14L14L14L14,L14L13L14L13,L13L14L14L14,L14L15L14L13,L13L13L14L14,L14L14L14L13,L13L14L14L13,L13L15L15L15,L15L16L16LX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10LX
