L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8LXLX
L19L19L19L19,L19L18L18L18,L18L18L18L18,L18L18L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L18L18,L18L18L18L18,L18L18L18L18,L18L18L19L19,L19L19LXLX
L18L18L18L18,L18L18L18L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L18L18,L18L18LXLX
L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L17L17,L17L17LXLX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10LXLX
L14L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L14,L14L13L13L13,L13L13L13L13,L13L13L14L14,L14L14L13L13,L13L13L13L13,L13L13L14L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L12L12L12,L12L13L13L13,L13L13L13L13,L13L13L13L13,L13L13LXLX
L13L12L12L12,L12L12L11L11,L11L11L11L11,L11L0L5L6,L6L11L11L11,L11L11L4L5,L5L6L6L6,L6L6L11L11,L11L11L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L11L11,L11L11L11L11,L11L11L12L12,L12L12L12L13,L13L13L14L14,L14L14L14L13,L13L13LXLX
L16L15L16L17,L17L17L18L18,L18L19L14L14,L14L13L13L13,L13L13L13L14,L14L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L14,L14L14L15L13,L13L13L12L12,L12L14L14L15,L15L16L19L18,L18L17L17L16,L16L15LXLX
L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6LXLX
L13L13L13L13,L13L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L13L13,L13L13L13L13,L13L13L13L13,L13L13L13L13,L13L13LXLX
L13L12L12L12,L12L12L12L12,L12L12L12L12,L12L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L11L11,L11L11L12L12,L12L12L13L13,L13L14L14L14,L14L14L14L13,L13L13LXLX
L16L10L15L12,L12L18L12L14,L14L11L14L13,L13L13L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L13L13,L13L13L13L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L12L12L12,L12L14L13L15,L15L14L15L16,L16L16L16L17,L17L17L16L15,L15L13LXLX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10LXLX
L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14LXLX
L18L19L19L19,L19L19L19L19,L19L19L19L19,L19L19L19L19,L19L19L19L19,L19L19L19L19,L19L19L18L18,L18L18L18L18,L18L18L18L18,L18L18L18L18,L18L18L18L18,L18L18L18L18,L18L18L18L18,L18L18L18L18,L18L18L19L18,L18L18L18L19,L19L19L19L19,L19L19L19L19,L19L19LXLX
