12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13
11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,11,11,11
10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,12,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11
13,13,12,12,11,10,10,11,10,10,10,11,11,11,11,11,11,12,12,12,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,12,12,12,12,12,12
9,9,8,7,7,7,6,6,5,5,5,5,6,6,7,8,8,9,9,10,11,11
0,6,7,8,8,8,8,8,8,8,8,8,9,9,10,9,9,9,9,9,9,9
9,9,9,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,12,12
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
11,11,11,11,10,10,10,10,9,9,9,9,9,9,10,10,10,10,11,11,11,12
12,12,13,13,13,13,14,14,14,14,15,15,15,16,17,19,16,15,14,14,13,13
7,10,8,11,9,9,9,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,13,13
13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,13,13
6,6,9,8,8,8,7,7,7,7,7,7,7,7,7,7,7,9,9,10,9,9
