L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14L14,L14L14L14LX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10LX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L9L9L9L8,L8L8L8L9,L9L9L9L9,L9L8L9L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L15L15L15L15,L15L15L16L15,L15L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L15,L15L15L15LX
L7L8L8L8,L8L9L9L9,L9L9L9L9,L9L9L9L9,L9L8L8L8,L8L8L7L7,L7L7L6L6,L6L6L5L5,L5L5L5LX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L8L8L8L8,L8L8L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L16L16L16L16,L16L16L16L16,L16L15L15L15,L15L15L15L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16LX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10LX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L8L8L8L8,L8L8L9L9,L9L9L9L8,L8L8L8L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L8L8LX
L17L17L17L17,L17L18L19L19,L19L19L19L19,L19L19L19L19,L19L18L18L18,L18L18L18L18,L18L17L17L17,L17L17L17L16,L16L16L16LX
L3L3L3L3,L3L3L3L3,L3L3L3L3,L3L2L2L2,L2L2L2L2,L2L2L3L3,L3L2L2L2,L2L2L0L1,L1L1L1LX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8LX
