L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L9,L9L9L9L8,L8L8L8L8,L8LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L7,L7L7L7L7,L7L7L7L7,L7L7L7L7,L7L7L7L7,L7L7L7L7,L7L7L7L7,L7L7L7L7,L7L7L7L7,L7L7L7L7,L7LXLXLX
L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15LXLXLX
L10L10L10L9,L9L9L9L9,L9L8L8L7,L7L7L7L7,L7L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L7L7L7,L7L8L8L8,L8L9L9L9,L9LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L9L8L8,L8L8L8L8,L8L8L8L12,L12L9L9L9,L9L9L9L9,L9L9L9L8,L8L8L8L8,L8L8L8L8,L8L9L9L9,L9L8L8L8,L8LXLXLX
L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15L15L15L15,L15LXLXLX
L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L3L0,L0L2L3L4,L4L4L4L4,L4L4L4L4,L4L4L4L4,L4L4L4L3,L3L3L3L3,L3L3L3L3,L3L3L3L3,L3LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16L16L16L16,L16LXLXLX
L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10L10L10L10,L10LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
L17L17L17L17,L17L17L17L17,L17L17L17L17,L17L17L16L16,L16L16L16L16,L16L17L17L17,L17L18L17L17,L17L18L18L18,L18L19L19L19,L19L19L19L19,L19L19L19L18,L18L18L18L18,L18L18L18L18,L18LXLXLX
L5L5L5L5,L5L5L5L5,L5L5L5L5,L5L5L5L5,L5L4L4L5,L5L5L5L5,L5L5L5L5,L5L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6L6L6L6,L6LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8L8L8L8,L8LXLXLX
